,Text,Time_Diff_seconds
5756,"['You learned their craft', 'and you learned it well.']",3.769
5757,"['But I grew up', 'with soldiers.']",2.601
5758,"['I learned how to die', 'a long time ago.']",3.235
5759,['Pity.'],2.434
5760,['Such a pity.'],2.267
5761,"['What of your', ""daughter's life, My Lord?""]",2.435
5762,"['Is that a precious', 'thing to you?']",3.102
5763,"[""It's a birthday message"", 'to his grand-niece Walda.']",2.801
5764,"['Or so Walder Frey', 'would have you think.']",2.101
5765,"['Keep shooting them down.', ""We can't risk Lord Walder""]",2.301
5766,"['sending word of your movements', 'to the Lannisters.']",2.601
5767,"[""He's grandfather's bannerman."", ""We can't expect his support?""]",3.001
5768,"['Expect nothing of Walder Frey', ""and you'll never be surprised.""]",3.934
5769,['Look.'],2.101
5770,"['Father rots', 'in a dungeon.']",1.901
5771,"['How long before', 'they take his head?']",2.034
5772,"['We need to cross the Trident', 'and we need to do it now.']",3.302
5773,"['Just march up to his gates', ""and tell him you're crossing.""]",2.401
5774,"[""We've got five times his numbers."", 'You can take the Twins if you have to.']",2.968
5775,"['Not in time. Tywin Lannister', 'marches north as we speak.']",3.369
5776,"['The Freys have held', 'the crossing for 600 years,']",2.734
5777,"['and for 600 years they have never', 'failed to exact their toll.']",3.402
5778,"['Have my horse', 'saddled and ready.']",1.834
5779,"['Enter the Twins alone', ""and he'll sell you to the Lannis.""]",3.703
5780,"['Or throw you in a dungeon.', 'Or slit your throat.']",2.834
5781,"['My father would do whatever', 'it took to secure our crossing.']",2.969
5782,['Whatever it took.'],2.201
5783,"[""If I'm going"", 'to lead this army,']",1.901
5784,"[""I can't have other men"", 'doing my bargaining for me.']",2.502
5785,['I agree.'],2.536
5786,"[""- I'll go."", ""- Theon: You can't!""]",1.534
5787,"['I have known Lord Walder', 'since I was a girl.']",2.601
5788,"['He would never', 'harm me.']",1.634
5789,"['Unless there was', 'a profit in it.']",2.634
5790,['What do you want?'],1.9
5791,"['It is a great pleasure to see you', 'again after so many years, My Lord.']",3.667
5792,['Oh spare me.'],1.8
5793,"[""Your boy's too proud"", 'to come before me himself.']",2.969
5794,"['What am I supposed', 'to do with you?']",3.268
5795,"['Father, you forget yourself.', 'Lady Stark is here--']",3.335
5796,"['Who asked you?', ""You're not Lord Frey yet,""]",3.435
5797,"['not until I die.', 'Do I look dead to you?']",2.467
5798,"['Father, please--']",0.92
5799,"['I need lessons in courtesy', 'from you, bastard?']",2.613
5800,"['Your mother would still', 'be a milkmaid']",2.534
5801,"[""if I hadn't squirted you"", 'into her belly.']",2.901
5802,"['All right,', 'you come forward.']",3.168
5803,"[""There. Now that I've observed"", 'the courtesies,']",2.367
5804,"['perhaps my sons will do me the honor', 'of shutting their mouths.']",3.669
5805,"['Is there somewhere', 'we can talk?']",2.0
5806,"[""We're talking"", 'right now.']",2.902
5807,['Fine.'],1.534
5808,['Out! All of you!'],2.634
5809,['You too.'],1.867
5810,['You see that?'],2.167
5811,['15 she is.'],1.6
5812,['A little flower.'],2.434
5813,"[""And her honey's all mine.""]",2.901
5814,"[""I'm sure she will"", 'give you many sons.']",2.502
5815,"[""Huh. Your father didn't"", 'come to the wedding.']",3.736
5816,"['He is quite ill, My Lord.']",2.335
5817,"[""Didn't come to"", 'the last one either.']",2.902
5818,['Or the one before that.'],2.468
5819,"['Your family has always', 'pissed on me.']",2.067
5820,"['- My Lord, I--', ""- Don't deny it. You know it's true.""]",2.801
5821,['The fine Lord Tully'],2.368
5822,"['would never marry any', 'of his children to mine.']",2.267
5823,"[""I'm sure there"", 'were reasons why--']",1.934
5824,"[""I didn't need reasons."", 'I needed to get rid']",2.635
5825,"['of sons and daughters.', 'You see how they pile up?']",3.536
5826,['Why are you here?'],2.734
5827,['To ask you'],2.633
5828,"['to open your gates,', 'My Lord,']",2.3
5829,"['so my son and his bannermen may cross', 'the Trident and be on their way.']",4.48
5830,['Why should I let him?'],1.233
5831,"['If you could climb', 'your own battlements,']",1.949
5832,"['you would see that he has', '20,000 men outside your walls.']",3.502
5833,"[""They'll be 20,000 corpses"", 'when Tywin Lannister gets here.']",3.402
5834,"[""Don't try and frighten me,"", 'Lady Stark.']",2.467
5835,"[""Your husband's in a cell"", 'beneath the Red Keep']",2.534
5836,"[""and your son's got no fur"", 'to keep his balls warm.']",2.901
5837,"['You swore an oath', 'to my father.']",2.435
5838,"['Oh yes, I said some words...']",2.268
5839,"['And I swore oaths to the crown too,', 'if I remember right.']",3.835
5840,"[""Joffrey's King now,"", 'which makes your boy']",3.801
5841,"['and his corpses-to-be nothing', 'but rebels, it seems to me.']",3.535
5842,"['If I had the sense', 'the Gods gave a fish,']",2.367
5843,"[""I'd hand you both"", 'over to the Lannisters.']",2.035
5844,"[""- Why don't you?"", '- Stark, Tully,']",2.535
5845,"['Lannister, Baratheon,']",2.268
5846,['give me one good reason'],2.634
5847,"['why I should waste', 'a single thought on any of you?']",3.435
5848,['And... engage.'],3.336
5849,"[""When does Aemon think you'll"", 'be able to use that hand?']",2.333
5850,"['- Soon, he says.', '- Good.']",2.834
5851,"[""You'll be ready"", 'for this then.']",3.969
5852,"['I thought a wolf was', 'more appropriate for you']",3.235
5853,['than a bear...'],2.068
5854,"['So I had a new pommel made.', ""It's called Longclaw.""]",3.969
5855,"['Works as well for a wolf', 'as a bear, I think.']",3.835
5856,['This is Valyrian steel.'],2.735
5857,"[""It was my father's sword,""]",2.768
5858,['his father before him.'],1.868
5859,"['The Mormonts have carried it', 'for five centuries.']",3.602
5860,"['It was meant', 'for my son Jorah.']",2.068
5861,"['He brought dishonor', 'to our House,']",2.735
5862,"['but he had the grace', 'to leave the sword']",2.502
5863,"['before he fled', 'from Westeros.']",2.769
5864,"['My Lord, you honor me,', ""but I can't--""]",2.335
5865,"['Oh, you can', 'and you will.']",2.567
5866,"[""I wouldn't be standing here if it"", ""wasn't for you and your beast.""]",4.335
5867,"['A bloody dead man', 'tried to kill me...']",2.768
5868,"[""So you'll take it."", ""I'll hear no more about it.""]",3.202
5869,"['- Is that understood?', '- Yes, My Lord.']",2.734
5870,"['Right.', ""Now don't think this means""]",3.068
5871,"['I approve', 'of this nonsense']",2.301
5872,"['with you', 'and Alliser Thorne.']",2.067
5873,"[""That's a man's sword,""]",2.534
5874,"[""it'll take"", 'a man to wield it.']",2.668
5875,"[""I'll apologize"", 'to Ser Alliser tonight.']",2.002
5876,"[""No you won't!""]",1.433
5877,"[""I sent him to King's Landing"", 'yesterday.']",2.067
5878,['The hand that your wolf'],2.202
5879,"['tore off', ""that thing's wrist--""]",1.567
5880,"[""I've ordered Thorne to lay it"", 'at the feet of this...']",3.702
5881,['Boy King.'],1.834
5882,"['That should get young', ""Joffrey's attention.""]",2.835
5883,"['And it puts', 'a thousand leagues']",3.501
5884,['between you and Thorne.'],2.768
5885,"['Now go and put your sword', 'somewhere safe']",2.502
5886,"['and bring me', 'my supper.']",2.601
5887,"['Yes, My Lord.']",2.467
5888,"['- Well done.', '- Well done.']",2.567
5889,"['You earned that, Snow.']",1.968
5890,['Well done.'],2.133
5891,"['Go on,', ""let's have a look.""]",1.333
5892,"['- At what?', '- Grenn: The sword! Show us the sword.']",2.402
5893,"['Sword! Sword!', 'Sword! Sword!']",3.203
5894,"[""- Let's have a look."", '- Piss off.']",1.634
5895,"['Get off of it.', 'Piss off.']",3.001
5896,"['Come on, I want to have', 'a look at it in the light.']",2.434
5897,['Give it here!'],2.068
5898,['What is it?'],1.868
5899,"['- I--', '- Look at its eyes.']",2.068
5900,"['- Give it.', ""- I can't.""]",1.534
5901,"[""You can't what?""]",2.768
5902,"[""I-- I'm really not"", 'supposed to say.']",4.536
5903,"['And yet you really', 'want to say.']",3.468
5904,"['You want to say', 'that...?']",2.735
5905,['There was a raven.'],2.602
5906,"['I read the message', 'to Maester Aemon.']",2.368
5907,"[""It's your brother Robb.""]",2.201
5908,['What?'],2.134
5909,['What about him?'],1.8
5910,"[""He's heading south.""]",1.634
5911,['To war.'],1.867
5912,"['All his bannermen have rallied', ""to his side. They'll keep him safe.""]",3.435
5913,['I should be there.'],2.367
5914,['I should be with him.'],2.535
5915,"[""...If we do that, they'll never"", 'get back across.']",2.5
5916,['Well?'],1.867
5917,['What did he say?'],2.501
5918,"['Lord Walder has granted', 'your crossing.']",2.868
5919,"['- His men are yours as well--', '- Greatjon: Huh.']",3.235
5920,"['--Less the 400 he will keep here', 'to hold the crossing']",2.201
5921,"['against any who would', 'pursue you.']",1.701
5922,"['And what does', 'he want in return?']",1.401
5923,"['You will be taking on his son', 'Olyvar as your personal squire.']",3.602
5924,"['- He expects a knighthood in good time.', '- Fine fine.']",3.703
5925,['And?'],1.466
5926,['And Arya'],3.001
5927,['will marry his son Waldron'],2.167
5928,"['- when they both come of age.', ""- She won't be happy about that.""]",3.069
5929,['Hmmm.'],1.734
5930,['And?'],1.567
5931,['And'],2.068
5932,"['when the fighting', 'is done...']",3.035
5933,"['You will marry', 'one of his daughters.']",2.201
5934,['Whichever you prefer.'],2.034
5935,"['He has a number he thinks', 'will be... suitable.']",3.503
5936,['I see.'],2.068
5937,['Did you get a look at his daughters?'],2.602
5938,['I did.'],1.767
5939,['And?'],2.234
5940,['One was...'],2.134
5941,['Do you consent?'],1.7
5942,['Can I refuse?'],1.934
5943,['Not if you want to cross.'],2.167
5944,['Then I consent.'],2.035
5945,"['Sam said you wanted', 'to see me?']",2.301
5946,['I did indeed.'],1.868
5947,"['Perhaps you would be', 'kind enough to assist me.']",3.665
5948,"['Tell me,', 'did you ever wonder']",2.435
5949,"['why the men', ""of The Night's Watch""]",2.868
5950,"['take no wives', 'and father no children?']",2.868
5951,['No.'],2.1
5952,['So they will not love.'],2.434
5953,"['Love is the death', 'of duty.']",3.535
5954,"['If the day should ever come when', 'your lord father was forced to choose']",3.969
5955,"['between honor', 'on the one hand']",2.601
5956,"['and those he loves', 'on the other,']",2.634
5957,['what would he do?'],2.034
5958,"['He would do whatever was right.', 'No matter what.']",4.369
5959,"['Then Lord Stark', 'is one man in 10,000.']",4.77
5960,"['Most of us are not', 'so strong.']",3.135
5961,['What is honor'],1.834
5962,"['compared', ""to a woman's love?""]",2.602
5963,['And what is duty'],2.568
5964,"['against the feel of a newborn son', 'in your arms?']",3.536
5965,"[""Or a brother's smile?""]",3.669
5966,['Sam told you.'],1.7
5967,"[""We're all human.""]",1.9
5968,"['Oh, we all do our duty when', ""there's no cost to it.""]",3.568
5969,['Honor comes easy then.'],2.801
5970,['Yet sooner or later'],2.936
5971,"[""in every man's life""]",2.868
5972,"['there comes a day', 'when it is not easy,']",2.868
5973,"['a day when', 'he must choose.']",3.268
5974,['And this is my day?'],1.967
5975,"['Is that what', ""you're saying?""]",2.101
5976,"['Oh, it hurts, boy.', 'Oh yes.']",3.135
5977,"['- I know.', '- You do not know!']",3.068
5978,['No one knows.'],2.168
5979,"['I may be a bastard,']",1.967
5980,"['but he is my father', 'and Robb is my brother.']",2.468
5981,"['The Gods were cruel when they', 'saw fit to test my vows.']",3.836
5982,['They waited till I was old.'],2.469
5983,"['What could I do when the ravens', 'brought the news from the South--']",3.436
5984,"['the ruin of my House,', 'the death of my family?']",2.901
5985,"['I was helpless,']",2.634
5986,"['blind, frail.']",2.801
5987,['But when I heard'],3.102
5988,"['they had killed', ""my brother's son,""]",2.601
5989,['and his poor son...'],2.068
5990,['And the children!'],1.433
5991,['Even the little children.'],3.202
5992,['Who are you?'],2.167
5993,"['My father was Maekar,']",3.802
5994,['the first of his name.'],2.334
5995,"['My brother Aegon', 'reigned after him']",4.203
5996,"['when I had refused', 'the Throne.']",2.968
5997,"['And he was followed', 'by his son Aerys,']",3.569
5998,"['whom they called', 'the Mad King.']",2.668
5999,"[""You're Aemon Targaryen.""]",3.302
6000,"[""I'm a Maester"", 'of the Citadel,']",2.935
6001,"['bound in service to Castle Black', ""and The Night's Watch.""]",5.537
6002,"['I will not tell you', 'to stay or go.']",4.236
6003,"['You must make', 'that choice yourself,']",3.469
6004,"['and live with it', 'for the rest of your days.']",4.002
6005,['As I have.'],2.034
6006,['Drogo.'],1.9
6007,['Sajo anni.'],2.737
6008,['Hyah hyah.'],1.701
6009,['Our scouts tell us'],1.667
6010,"['the Stark host has moved', 'south from the Twins']",2.668
6011,"[""with Lord Frey's levies"", 'in tow.']",2.701
6012,"[""They're a day's"", 'march north.']",2.101
6013,"['The boy may lack', 'experience and sense,']",2.669
6014,"['but he does have', 'a certain mindless']",3.069
6015,"['- provincial courage.', '- Ah.']",3.302
6016,"['Oh, do continue.', ""Didn't mean to interrupt.""]",2.267
6017,"['I do hope your savages', 'are going to be of some use,']",2.501
6018,"[""otherwise we've wasted"", 'good steel on them.']",1.968
6019,"['The great hairy one insisted he', 'must have two battle axes--']",3.402
6020,"['heavy black steel,', 'double-sided.']",2.535
6021,['Shagga likes axes.'],1.934
6022,"['When the battle commences,', 'you and your wildlings']",2.601
6023,['will be in the vanguard.'],2.2
6024,"['- The vanguard?', '- Mm-hmm.']",1.434
6025,"['Me and the tribesmen', 'on the front lines?']",1.867
6026,"['They do seem', 'rather ferocious.']",3.503
6027,"['Ferocious?', 'Last night']",3.203
6028,"['a Moon brother stabbed', 'a Stone Crow over a sausage.']",3.636
6029,"['Three Stone Crows seized the Moon', 'brother and opened his throat.']",3.87
6030,"['Bronn managed to keep Shagga from', ""chopping off the dead man's cock,""]",2.968
6031,"['which was fortunate,', 'but even still']",2.201
6032,"['Ulf is demanding', 'blood money,']",1.801
6033,"['which Shagga and Gunthor', 'refuse to pay.']",2.602
6034,"['When soldiers lack discipline,', 'the fault lies with their commander.']",3.102
6035,"['Surely there are ways', 'to have me killed']",1.533
6036,"['that would be less detrimental', 'to the war effort.']",2.035
6037,"[""There'll be no more"", 'discussion on the matter.']",2.702
6038,"[""It appears I'm not"", 'hungry after all.']",3.202
6039,"['Excuse me, My Lords.']",1.868
6040,"['Where did you find one', 'so pretty at this hour?']",3.035
6041,"['- I took her.', '- Took her?']",2.735
6042,"['- From whom?', '- From, uh...']",3.035
6043,"[""Ser-- what's his name?""]",1.867
6044,"[""I don't know."", 'Ginger cunt three tents down.']",2.701
6045,"[""And he didn't have anything"", 'to say about it?']",3.203
6046,['He said something.'],3.502
6047,"['Well, the odds of me', 'living long enough']",2.967
6048,"['for him to retaliate', 'just dropped drastically.']",2.601
6049,"[""We'll be at"", 'the vanguard tomorrow.']",2.401
6050,['Oh well.'],2.2
6051,"[""I... think I'll go"", 'and find myself one.']",4.036
6052,['Who are you?'],1.432
6053,['Who would you like me to be?'],2.301
6054,"['What did your mother', 'call you?']",2.435
6055,['Shae.'],1.752
6056,"['What did your', 'mother call you?']",1.736
6057,"['My mother died', 'giving birth to me.']",2.402
6058,"[""Is that why I'm here?"", 'So we can talk about our mothers?']",3.536
6059,"['- What sort of accent is that?', '- Foreign.']",3.501
